NAME    RUN.T  INT.T TURN.T RESP.T  WAIT.T  IN.T
PROCESS3_ZEZIMA  4  0  42  1  19  0
PROCESS3_ZEZIMA  4  0  42  1  19  0
PROCESS2_RICHI  3  0  43  1  9  1
PROCESS1_RAUL  8  3  180  6  31  0
PROCESS3_ZEZIMA  7  3  85  5  32  1
